City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Fortuna,US,2022-06-01 16:09:09,40.5982,-124.1573,54.93,89,100,0.0
279,Douglas,US,2022-06-01 16:14:00,41.3,-96.167,67.6,59,0,4.61
280,Westport,US,2022-06-01 16:12:06,41.1415,-73.3579,71.1,76,94,4.0
281,Lagoa,PT,2022-06-01 16:15:01,39.05,-27.9833,61.39,84,92,10.87
282,Cayenne,GF,2022-06-01 16:15:02,4.9333,-52.3333,86.04,4,75,3.44
283,Salalah,OM,2022-06-01 16:15:03,17.0151,54.0924,86.09,74,75,9.22
284,Chokwe,MZ,2022-06-01 16:15:03,-24.5333,32.9833,62.26,72,0,6.13
285,Hasaki,JP,2022-06-01 16:15:04,35.7333,140.8333,63.28,76,100,7.7
286,Giyani,ZA,2022-06-01 16:15:05,-23.3025,30.7187,62.17,41,0,2.8
287,Maun,BW,2022-06-01 16:15:05,-19.9833,23.4167,69.76,24,0,5.75
288,Tautira,PF,2022-06-01 16:15:07,-17.7333,-149.15,79.59,75,100,17.47
289,Torbat-E Jam,IR,2022-06-01 16:15:07,35.244,60.6225,77.67,19,0,14.0
290,Mae Sot,TH,2022-06-01 16:15:09,16.7167,98.5667,74.34,98,66,2.19
291,Banjar,ID,2022-06-01 16:15:09,-8.19,114.9675,77.56,86,56,3.13
292,Mutoko,ZW,2022-06-01 16:15:10,-17.397,32.2268,58.44,51,32,8.48
293,Buchanan,LR,2022-06-01 16:15:10,5.8808,-10.0467,82.27,77,80,7.52
294,Ulaanbaatar,MN,2022-06-01 16:15:12,47.9077,106.8832,51.93,50,0,2.24
